13,"((1,1),0)","((1,1),0)","((1,1),0)","((2,1),0)","((3,1),0)","((3,2),0)","((4,2),0)","((5,2),0)","((5,3),0)","((6,3),0)","((7,3),0)","((7,4),0)","((8,4),0)","((8,3),0)","((8,3),0)","((9,3),0)","((9,3),0)","((9,3),0)","((9,3),0)","((9,4),0)"
14,"((1,1),0)","((1,1),0)","((1,1),0)","((2,1),0)","((3,1),0)","((4,1),0)","((5,1),0)","((5,2),0)","((6,2),0)","((7,2),0)","((8,2),0)","((8,3),0)","((9,3),0)","((9,2),0)","((9,2),0)","((9,3),0)","((9,2),0)","((9,2),0)","((9,1),0)","((9,2),0)"
15,"((1,1),0)","((1,1),0)","((1,1),0)","((1,1),1)","((1,1),0)","((2,1),0)","((3,1),0)","((4,1),0)","((5,1),0)","((6,1),0)","((6,2),0)","((6,3),0)","((7,3),0)","((7,2),0)","((7,2),0)","((8,2),0)","((9,2),0)","((9,3),0)","((9,3),0)","((9,4),0)"
16,"((1,1),0)","((1,1),0)","((1,2),0)","((2,2),0)","((3,2),0)","((4,2),0)","((5,2),0)","((6,2),0)","((7,2),0)","((8,2),0)","((9,2),0)","((9,3),0)","((8,3),0)","((8,2),0)","((8,2),0)","((9,2),0)","((9,2),0)","((9,2),0)","((9,2),0)","((9,3),0)"
17,"((1,1),0)","((1,1),0)","((2,1),0)","((2,2),0)","((3,2),0)","((3,3),0)","((4,3),0)","((4,4),0)","((5,4),0)","((5,5),0)","((6,5),0)","((6,6),0)","((7,6),0)","((7,5),0)","((7,6),0)","((8,6),0)","((9,6),0)","((9,7),0)","((9,7),0)","((9,8),0)"
18,"((1,1),0)","((1,1),0)","((1,1),1)","((1,1),0)","((1,2),0)","((2,2),0)","((3,2),0)","((4,2),0)","((4,3),0)","((5,3),0)","((5,4),0)","((5,5),0)","((6,5),0)","((6,4),0)","((7,4),0)","((8,4),0)","((9,4),0)","((9,4),0)","((9,4),0)","((9,5),0)"
19,"((1,1),0)","((1,1),0)","((1,2),0)","((2,2),0)","((2,3),0)","((3,3),0)","((3,4),0)","((4,4),0)","((4,5),0)","((5,5),0)","((5,6),0)","((6,6),0)","((6,7),0)","((6,6),0)","((6,5),0)","((7,5),0)","((8,5),0)","((8,5),1)","((8,5),0)","((8,6),0)"
20,"((1,1),0)","((1,1),0)","((1,2),0)","((1,3),0)","((2,3),0)","((3,3),0)","((4,3),0)","((4,2),0)","((5,2),0)","((5,3),0)","((4,3),0)","((4,4),0)","((4,5),0)","((5,5),0)","((5,5),1)","((5,5),0)","((6,5),0)","((6,5),1)","((6,5),0)","((6,6),0)"
21,"((1,1),0)","((1,1),0)","((2,1),0)","((3,1),0)","((4,1),0)","((4,2),0)","((5,2),0)","((5,3),0)","((5,4),0)","((6,4),0)","((7,4),0)","((7,5),0)","((6,5),0)","((7,5),0)","((7,5),0)","((8,5),0)","((9,5),0)","((9,5),1)","((9,5),0)","((9,6),0)"
22,"((1,1),0)","((1,1),0)","((1,2),0)","((1,3),0)","((2,3),0)","((3,3),0)","((4,3),0)","((3,3),0)","((4,3),0)","((5,3),0)","((5,2),0)","((5,3),0)","((6,3),0)","((6,4),0)","((6,4),0)","((7,4),0)","((8,4),0)","((8,4),1)","((8,4),0)","((8,5),0)"
23,"((1,1),0)","((1,1),0)","((2,1),0)","((3,1),0)","((4,1),0)","((4,2),0)","((5,2),0)","((6,2),0)","((7,2),0)","((8,2),0)","((8,1),0)","((8,2),0)","((8,1),0)","((9,1),0)","((9,1),0)","((8,9),0)","((7,9),0)","((8,1),0)","((8,1),0)","((8,2),0)"
24,"((1,1),0)","((1,1),0)","((1,2),0)","((1,3),0)","((2,3),0)","((3,3),0)","((4,3),0)","((4,2),0)","((4,3),0)","((5,3),0)","((5,4),0)","((5,5),0)","((5,6),0)","((5,7),0)","((5,7),0)","((6,7),0)","((7,7),0)","((7,7),0)","((7,7),0)","((7,8),0)"
25,"((1,1),0)","((1,1),0)","((2,1),0)","((3,1),0)","((4,1),0)","((4,2),0)","((4,3),0)","((4,4),0)","((5,4),0)","((6,4),0)","((5,4),0)","((5,5),0)","((4,5),0)","((5,5),0)","((5,6),0)","((6,6),0)","((7,6),0)","((7,7),0)","((7,7),0)","((7,8),0)"
26,"((1,1),0)","((1,1),0)","((1,2),0)","((1,3),0)","((1,4),0)","((2,4),0)","((2,5),0)","((1,5),0)","((2,5),0)","((3,5),0)","((3,4),0)","((4,4),0)","((5,4),0)","((5,5),0)","((6,5),0)","((7,5),0)","((8,5),0)","((8,5),0)","((8,5),0)","((8,6),0)"
27,"((1,1),0)","((1,1),0)","((2,1),0)","((3,1),0)","((3,2),0)","((3,3),0)","((3,4),0)","((4,4),0)","((4,5),0)","((5,5),0)","((5,6),0)","((6,6),0)","((6,5),0)","((7,5),0)","((7,4),0)","((8,4),0)","((9,4),0)","((9,5),0)","((9,5),0)","((9,6),0)"
28,"((1,1),0)","((1,1),0)","((1,2),0)","((1,3),0)","((1,4),0)","((2,4),0)","((2,5),0)","((2,4),0)","((3,4),0)","((4,4),0)","((3,4),0)","((3,5),0)","((3,6),0)","((4,6),0)","((4,6),1)","((4,6),0)","((5,6),0)","((6,6),0)","((6,6),0)","((6,7),0)"
29,"((1,1),0)","((1,1),0)","((2,1),0)","((3,1),0)","((3,2),0)","((3,3),0)","((3,4),0)","((3,5),0)","((3,6),0)","((4,6),0)","((5,6),0)","((4,6),0)","((5,6),0)","((6,6),0)","((6,6),0)","((7,6),0)","((8,6),0)","((8,6),1)","((8,6),0)","((8,7),0)"
30,"((1,1),0)","((1,1),0)","((1,2),0)","((1,3),0)","((1,4),0)","((2,4),0)","((2,5),0)","((1,5),0)","((2,5),0)","((3,5),0)","((3,4),0)","((4,4),0)","((5,4),0)","((6,4),0)","((6,4),0)","((7,4),0)","((8,4),0)","((8,4),1)","((8,4),0)","((8,5),0)"
31,"((1,1),0)","((1,1),0)","((2,1),0)","((3,1),0)","((3,2),0)","((3,3),0)","((4,3),0)","((5,3),0)","((5,4),0)","((5,5),0)","((5,6),0)","((5,5),0)","((5,6),0)","((6,6),0)","((6,6),0)","((7,6),0)","((8,6),0)","((8,6),1)","((8,6),0)","((8,7),0)"
32,"((1,1),0)","((1,1),0)","((1,2),0)","((1,3),0)","((2,3),0)","((3,3),0)","((4,3),0)","((4,2),0)","((5,2),0)","((5,3),0)","((4,3),0)","((4,4),0)","((5,4),0)","((6,4),0)","((6,4),0)","((7,4),0)","((8,4),0)","((8,4),1)","((8,4),0)","((8,5),0)"
33,"((1,1),0)","((1,1),0)","((2,1),0)","((3,1),0)","((4,1),0)","((4,2),0)","((5,2),0)","((5,3),0)","((5,4),0)","((5,5),0)","((6,5),0)","((5,5),0)","((6,5),0)","((7,5),0)","((7,6),0)","((8,6),0)","((9,6),0)","((9,6),0)","((9,6),0)","((9,7),0)"
34,"((1,1),0)","((1,1),0)","((1,2),0)","((1,3),0)","((2,3),0)","((3,3),0)","((4,3),0)","((3,3),0)","((4,3),0)","((4,4),0)","((4,3),0)","((5,3),0)","((5,4),0)","((6,4),0)","((7,4),0)","((8,4),0)","((9,4),0)","((9,4),0)","((9,4),0)","((9,5),0)"
35,"((1,1),0)","((1,1),0)","((2,1),0)","((3,1),0)","((4,1),0)","((4,2),0)","((5,2),0)","((6,2),0)","((6,3),0)","((6,4),0)","((6,5),0)","((6,4),0)","((7,4),0)","((8,4),0)","((8,3),0)","((9,3),0)","((9,3),0)","((9,4),0)","((9,4),0)","((9,5),0)"
36,"((1,1),0)","((1,1),0)","((1,2),0)","((1,3),0)","((2,3),0)","((3,3),0)","((4,3),0)","((4,2),0)","((5,2),0)","((5,3),0)","((4,3),0)","((4,4),0)","((4,5),0)","((5,5),0)","((5,5),1)","((5,5),0)","((6,5),0)","((6,5),0)","((6,5),0)","((6,6),0)"
37,"((1,1),0)","((1,1),0)","((2,1),0)","((3,1),0)","((4,1),0)","((5,1),0)","((6,1),0)","((6,2),0)","((6,3),0)","((7,3),0)","((8,3),0)","((8,2),0)","((9,2),0)","((9,3),0)","((9,3),0)","((1,3),1)","((1,3),0)","((1,4),0)","((1,4),0)","((1,5),0)"
38,"((1,1),0)","((1,1),0)","((1,2),0)","((1,3),0)","((1,4),0)","((1,5),0)","((2,5),0)","((1,5),0)","((2,5),0)","((3,5),0)","((3,4),0)","((3,5),0)","((3,6),0)","((4,6),0)","((4,6),0)","((5,6),0)","((6,6),0)","((7,6),0)","((7,6),0)","((7,7),0)"
39,"((1,1),0)","((1,1),0)","((2,1),0)","((3,1),0)","((3,2),0)","((4,2),0)","((5,2),0)","((6,2),0)","((7,2),0)","((8,2),0)","((8,1),0)","((7,1),0)","((8,1),0)","((9,1),0)","((9,1),0)","((1,1),1)","((1,1),0)","((1,1),1)","((1,1),0)","((1,2),0)"
40,"((1,1),0)","((1,1),0)","((1,2),0)","((1,3),0)","((1,4),0)","((1,5),0)","((2,5),0)","((2,4),0)","((2,5),0)","((3,5),0)","((3,6),0)","((4,6),0)","((5,6),0)","((6,6),0)","((6,6),0)","((7,6),0)","((8,6),0)","((8,6),1)","((8,6),0)","((8,7),0)"
41,"((1,1),0)","((1,1),0)","((2,1),0)","((3,1),0)","((3,2),0)","((4,2),0)","((5,2),0)","((5,3),0)","((6,3),0)","((7,3),0)","((6,3),0)","((6,2),0)","((6,3),0)","((7,3),0)","((7,4),0)","((8,4),0)","((9,4),0)","((9,4),1)","((9,4),0)","((9,5),0)"
42,"((1,1),0)","((1,1),0)","((1,2),0)","((1,3),0)","((1,4),0)","((1,5),0)","((1,6),0)","((1,7),0)","((1,8),0)","((2,8),0)","((3,8),0)","((3,9),0)","((4,9),0)","((5,9),0)","((6,9),0)","((7,9),0)","((8,9),0)","((8,9),1)","((8,9),0)","((9,1),0)"
43,"((1,1),0)","((1,1),0)","((2,1),0)","((3,1),0)","((3,2),0)","((4,2),0)","((4,3),0)","((5,3),0)","((6,3),0)","((7,3),0)","((7,2),0)","((7,3),0)","((7,4),0)","((8,4),0)","((8,3),0)","((9,3),0)","((9,3),0)","((9,3),0)","((9,3),0)","((9,4),0)"
44,"((1,1),0)","((1,1),0)","((1,1),1)","((1,1),1)","((1,1),0)","((1,2),0)","((1,3),0)","((1,2),0)","((1,3),0)","((1,4),0)","((1,5),0)","((2,5),0)","((3,5),0)","((4,5),0)","((4,5),1)","((4,5),0)","((5,5),0)","((5,5),0)","((5,5),0)","((5,6),0)"
45,"((1,1),0)","((1,1),0)","((1,1),1)","((1,1),1)","((1,1),0)","((2,1),0)","((2,2),0)","((2,3),0)","((3,3),0)","((3,4),0)","((2,4),0)","((2,3),0)","((2,4),0)","((2,5),0)","((2,5),0)","((3,5),0)","((4,5),0)","((4,6),0)","((4,6),0)","((4,7),0)"
46,"((1,1),0)","((1,1),0)","((1,1),1)","((1,1),1)","((1,1),0)","((1,2),0)","((1,3),0)","((1,4),0)","((1,5),0)","((1,6),0)","((2,6),0)","((2,7),0)","((2,8),0)","((3,8),0)","((3,8),0)","((4,8),0)","((5,8),0)","((5,8),0)","((5,8),0)","((5,9),0)"
47,"((1,1),0)","((1,1),0)","((1,1),1)","((1,1),1)","((1,1),0)","((2,1),0)","((2,2),0)","((3,2),0)","((4,2),0)","((4,3),0)","((4,2),0)","((4,3),0)","((5,3),0)","((6,3),0)","((6,3),0)","((7,3),0)","((8,3),0)","((8,4),0)","((8,4),0)","((8,5),0)"
48,"((1,1),0)","((1,1),0)","((1,1),1)","((1,1),0)","((1,1),0)","((1,2),0)","((2,2),0)","((2,1),0)","((2,2),0)","((2,3),0)","((2,4),0)","((2,5),0)","((2,6),0)","((2,7),0)","((2,7),0)","((3,7),0)","((4,7),0)","((5,7),0)","((5,7),0)","((5,8),0)"
49,"((1,1),0)","((1,1),0)","((1,1),1)","((1,1),0)","((1,1),0)","((2,1),0)","((3,1),0)","((3,2),0)","((4,2),0)","((4,3),0)","((3,3),0)","((3,4),0)","((4,4),0)","((4,5),0)","((4,6),0)","((5,6),0)","((6,6),0)","((6,6),1)","((6,6),0)","((6,7),0)"
50,"((1,1),0)","((1,1),0)","((1,1),1)","((1,1),0)","((1,2),0)","((1,3),0)","((2,3),0)","((1,3),0)","((1,4),0)","((2,4),0)","((3,4),0)","((3,5),0)","((3,6),0)","((3,7),0)","((4,7),0)","((5,7),0)","((6,7),0)","((6,7),1)","((6,7),0)","((6,8),0)"
51,"((1,1),0)","((1,1),0)","((1,1),1)","((1,1),0)","((1,2),0)","((2,2),0)","((3,2),0)","((4,2),0)","((5,2),0)","((6,2),0)","((6,1),0)","((6,2),0)","((7,2),0)","((7,3),0)","((7,2),0)","((8,2),0)","((9,2),0)","((9,2),1)","((9,2),0)","((9,3),0)"
52,"((1,1),0)","((1,1),0)","((1,1),1)","((1,1),0)","((2,1),0)","((2,2),0)","((3,2),0)","((3,1),0)","((4,1),0)","((4,2),0)","((4,3),0)","((5,3),0)","((5,4),0)","((5,5),0)","((5,5),1)","((5,5),0)","((6,5),0)","((6,5),1)","((6,5),0)","((6,6),0)"
53,"((1,1),0)","((1,1),0)","((1,1),1)","((1,1),0)","((2,1),0)","((3,1),0)","((4,1),0)","((4,2),0)","((4,3),0)","((5,3),0)","((4,3),0)","((5,3),0)","((6,3),0)","((6,4),0)","((6,4),0)","((7,4),0)","((8,4),0)","((8,4),0)","((8,4),0)","((8,5),0)"
54,"((1,1),0)","((1,1),0)","((1,1),1)","((1,1),0)","((1,2),0)","((2,2),0)","((2,1),0)","((1,1),0)","((2,1),0)","((3,1),0)","((4,1),0)","((5,1),0)","((5,2),0)","((6,2),0)","((6,2),0)","((7,2),0)","((8,2),0)","((8,2),0)","((8,2),0)","((8,3),0)"
55,"((1,1),0)","((1,1),0)","((1,1),1)","((1,1),0)","((2,1),0)","((3,1),0)","((3,2),0)","((4,2),0)","((4,3),0)","((5,3),0)","((5,2),0)","((6,2),0)","((7,2),0)","((8,2),0)","((8,2),0)","((9,2),0)","((9,2),0)","((9,3),0)","((9,3),0)","((9,4),0)"
56,"((1,1),0)","((1,1),1)","((1,1),0)","((2,1),0)","((3,1),0)","((4,1),0)","((4,2),0)","((5,2),0)","((5,3),0)","((5,4),0)","((6,4),0)","((7,4),0)","((7,5),0)","((6,5),0)","((6,5),0)","((7,5),0)","((8,5),0)","((8,5),0)","((8,5),0)","((8,6),0)"
57,"((1,1),0)","((1,1),1)","((1,1),0)","((1,2),0)","((1,3),0)","((2,3),0)","((3,3),0)","((4,3),0)","((3,3),0)","((4,3),0)","((5,3),0)","((5,2),0)","((5,3),0)","((6,3),0)","((6,4),0)","((7,4),0)","((8,4),0)","((8,5),0)","((8,5),0)","((8,6),0)"
58,"((1,1),0)","((1,1),1)","((1,1),0)","((2,1),0)","((3,1),0)","((4,1),0)","((4,2),0)","((5,2),0)","((6,2),0)","((7,2),0)","((8,2),0)","((8,1),0)","((8,2),0)","((8,1),0)","((9,1),0)","((1,1),1)","((1,1),0)","((2,1),0)","((2,1),0)","((2,2),0)"
59,"((1,1),0)","((1,1),1)","((1,1),0)","((1,2),0)","((1,3),0)","((2,3),0)","((3,3),0)","((4,3),0)","((4,2),0)","((4,3),0)","((5,3),0)","((5,4),0)","((5,5),0)","((5,6),0)","((5,5),0)","((6,5),0)","((7,5),0)","((7,5),1)","((7,5),0)","((7,6),0)"
60,"((1,1),0)","((1,1),1)","((1,1),0)","((2,1),0)","((3,1),0)","((4,1),0)","((4,2),0)","((4,3),0)","((4,4),0)","((5,4),0)","((6,4),0)","((5,4),0)","((5,5),0)","((4,5),0)","((4,5),1)","((4,5),0)","((5,5),0)","((5,5),1)","((5,5),0)","((5,6),0)"
61,"((1,1),0)","((1,1),1)","((1,1),0)","((1,2),0)","((1,3),0)","((1,4),0)","((2,4),0)","((2,5),0)","((1,5),0)","((2,5),0)","((3,5),0)","((3,4),0)","((4,4),0)","((5,4),0)","((5,4),0)","((6,4),0)","((7,4),0)","((7,4),1)","((7,4),0)","((7,5),0)"
62,"((1,1),0)","((1,1),1)","((1,1),0)","((2,1),0)","((3,1),0)","((3,2),0)","((3,3),0)","((3,4),0)","((4,4),0)","((4,5),0)","((5,5),0)","((5,6),0)","((6,6),0)","((6,5),0)","((6,5),0)","((7,5),0)","((8,5),0)","((8,5),1)","((8,5),0)","((8,6),0)"
63,"((1,1),0)","((1,1),1)","((1,1),0)","((1,2),0)","((1,3),0)","((1,4),0)","((2,4),0)","((2,5),0)","((2,4),0)","((3,4),0)","((4,4),0)","((3,4),0)","((3,5),0)","((3,6),0)","((3,6),0)","((4,6),0)","((5,6),0)","((5,6),0)","((5,6),0)","((5,7),0)"
64,"((1,1),0)","((1,1),1)","((1,1),0)","((2,1),0)","((3,1),0)","((3,2),0)","((3,3),0)","((3,4),0)","((3,5),0)","((3,6),0)","((4,6),0)","((5,6),0)","((4,6),0)","((5,6),0)","((5,6),0)","((6,6),0)","((7,6),0)","((7,6),0)","((7,6),0)","((7,7),0)"
65,"((1,1),0)","((1,1),1)","((1,1),0)","((1,2),0)","((1,3),0)","((1,4),0)","((2,4),0)","((2,5),0)","((1,5),0)","((2,5),0)","((3,5),0)","((3,4),0)","((4,4),0)","((5,4),0)","((5,5),0)","((6,5),0)","((7,5),0)","((7,6),0)","((7,6),0)","((7,7),0)"
66,"((1,1),0)","((1,2),0)","((2,2),0)","((3,2),0)","((3,3),0)","((3,4),0)","((4,4),0)","((5,4),0)","((5,5),0)","((5,6),0)","((5,7),0)","((5,6),0)","((5,7),0)","((6,7),0)","((7,7),0)","((8,7),0)","((9,7),0)","((9,7),0)","((9,7),0)","((9,8),0)"
67,"((1,1),0)","((1,2),0)","((1,3),0)","((1,4),0)","((2,4),0)","((3,4),0)","((4,4),0)","((4,3),0)","((5,3),0)","((5,4),0)","((4,4),0)","((4,5),0)","((5,5),0)","((6,5),0)","((6,4),0)","((7,4),0)","((8,4),0)","((8,5),0)","((8,5),0)","((8,6),0)"
68,"((1,1),0)","((1,2),0)","((2,2),0)","((3,2),0)","((4,2),0)","((4,3),0)","((5,3),0)","((5,4),0)","((5,5),0)","((5,6),0)","((6,6),0)","((5,6),0)","((6,6),0)","((7,6),0)","((7,6),1)","((7,6),0)","((8,6),0)","((9,6),0)","((9,6),0)","((9,7),0)"
69,"((1,1),0)","((1,2),0)","((1,3),0)","((1,4),0)","((2,4),0)","((3,4),0)","((4,4),0)","((3,4),0)","((4,4),0)","((4,5),0)","((4,4),0)","((5,4),0)","((5,5),0)","((6,5),0)","((6,5),0)","((7,5),0)","((8,5),0)","((8,5),1)","((8,5),0)","((8,6),0)"
70,"((1,1),0)","((1,2),0)","((2,2),0)","((3,2),0)","((4,2),0)","((4,3),0)","((5,3),0)","((6,3),0)","((6,4),0)","((6,5),0)","((6,6),0)","((6,5),0)","((7,5),0)","((8,5),0)","((8,5),0)","((9,5),0)","((9,5),0)","((9,5),1)","((9,5),0)","((9,6),0)"
71,"((1,1),0)","((1,2),0)","((1,3),0)","((1,4),0)","((2,4),0)","((3,4),0)","((4,4),0)","((4,3),0)","((5,3),0)","((5,4),0)","((4,4),0)","((4,5),0)","((4,6),0)","((5,6),0)","((5,6),0)","((6,6),0)","((7,6),0)","((7,6),1)","((7,6),0)","((7,7),0)"
72,"((1,1),0)","((1,2),0)","((2,2),0)","((3,2),0)","((4,2),0)","((5,2),0)","((6,2),0)","((6,3),0)","((6,4),0)","((7,4),0)","((8,4),0)","((8,3),0)","((9,3),0)","((9,4),0)","((9,4),0)","((1,4),1)","((1,4),0)","((1,4),1)","((1,4),0)","((1,5),0)"
73,"((1,1),0)","((1,2),0)","((1,3),0)","((1,4),0)","((1,5),0)","((1,6),0)","((2,6),0)","((1,6),0)","((2,6),0)","((3,6),0)","((3,5),0)","((3,6),0)","((3,7),0)","((4,7),0)","((4,8),0)","((5,8),0)","((6,8),0)","((6,8),0)","((6,8),0)","((6,9),0)"
74,"((1,1),0)","((1,2),0)","((2,2),0)","((3,2),0)","((3,3),0)","((4,3),0)","((5,3),0)","((6,3),0)","((7,3),0)","((8,3),0)","((8,2),0)","((7,2),0)","((8,2),0)","((9,2),0)","((1,2),1)","((1,2),0)","((2,2),0)","((2,2),0)","((2,2),0)","((2,3),0)"
75,"((1,1),0)","((1,2),0)","((1,3),0)","((1,4),0)","((1,5),0)","((1,6),0)","((2,6),0)","((2,5),0)","((2,6),0)","((3,6),0)","((3,7),0)","((4,7),0)","((5,7),0)","((6,7),0)","((6,6),0)","((7,6),0)","((8,6),0)","((8,7),0)","((8,7),0)","((8,8),0)"
76,"((1,1),0)","((1,2),0)","((2,2),0)","((3,2),0)","((3,3),0)","((4,3),0)","((5,3),0)","((5,4),0)","((6,4),0)","((7,4),0)","((6,4),0)","((6,3),0)","((6,4),0)","((7,4),0)","((7,4),1)","((7,4),0)","((8,4),0)","((8,4),0)","((8,4),0)","((8,5),0)"
77,"((1,1),0)","((1,2),0)","((1,3),0)","((1,4),0)","((1,5),0)","((1,6),0)","((1,7),0)","((1,8),0)","((1,9),0)","((2,9),0)","((3,9),0)","((4,1),0)","((5,1),0)","((6,1),0)","((6,1),0)","((7,1),0)","((8,1),0)","((8,2),0)","((8,2),0)","((8,3),0)"
78,"((1,1),0)","((1,2),0)","((2,2),0)","((3,2),0)","((3,3),0)","((4,3),0)","((4,4),0)","((5,4),0)","((6,4),0)","((7,4),0)","((7,3),0)","((7,4),0)","((7,5),0)","((8,5),0)","((8,5),0)","((9,5),0)","((9,5),0)","((9,5),0)","((9,5),0)","((9,6),0)"
79,"((1,1),0)","((1,2),0)","((1,3),0)","((2,3),0)","((3,3),0)","((3,4),0)","((3,5),0)","((3,6),0)","((3,7),0)","((3,8),0)","((3,9),0)","((4,9),0)","((5,9),0)","((6,9),0)","((6,9),0)","((7,9),0)","((8,9),0)","((8,9),1)","((8,9),0)","((9,1),0)"
80,"((1,1),0)","((1,2),0)","((2,2),0)","((3,2),0)","((3,1),0)","((4,1),0)","((4,2),0)","((3,2),0)","((4,2),0)","((4,3),0)","((3,3),0)","((3,2),0)","((3,3),0)","((3,4),0)","((3,4),0)","((4,4),0)","((5,4),0)","((5,4),1)","((5,4),0)","((5,5),0)"
81,"((1,1),0)","((1,2),0)","((2,2),0)","((3,2),0)","((3,3),0)","((3,4),0)","((4,4),0)","((5,4),0)","((5,5),0)","((5,6),0)","((6,6),0)","((6,7),0)","((6,8),0)","((7,8),0)","((7,9),0)","((8,9),0)","((9,9),0)","((9,9),1)","((9,9),0)","((1,1),1)"
82,"((1,1),0)","((1,2),0)","((1,3),0)","((2,3),0)","((1,3),0)","((2,3),0)","((3,3),0)","((3,2),0)","((4,2),0)","((4,3),0)","((4,2),0)","((4,3),0)","((5,3),0)","((6,3),0)","((7,3),0)","((8,3),0)","((9,3),0)","((9,3),1)","((9,3),0)","((9,4),0)"
83,"((1,1),0)","((1,2),0)","((2,2),0)","((3,2),0)","((4,2),0)","((5,2),0)","((6,2),0)","((6,1),0)","((6,2),0)","((6,3),0)","((6,4),0)","((6,5),0)","((6,6),0)","((6,7),0)","((6,6),0)","((7,6),0)","((8,6),0)","((8,6),0)","((8,6),0)","((8,7),0)"
84,"((1,1),0)","((1,2),0)","((1,3),0)","((2,3),0)","((2,2),0)","((2,3),0)","((3,3),0)","((3,4),0)","((4,4),0)","((4,5),0)","((3,5),0)","((3,6),0)","((4,6),0)","((4,7),0)","((4,7),1)","((4,7),0)","((5,7),0)","((5,7),0)","((5,7),0)","((5,8),0)"
85,"((1,1),0)","((1,2),0)","((2,2),0)","((3,2),0)","((3,3),0)","((4,3),0)","((5,3),0)","((4,3),0)","((4,4),0)","((5,4),0)","((6,4),0)","((6,5),0)","((6,6),0)","((6,7),0)","((6,7),0)","((7,7),0)","((8,7),0)","((8,8),0)","((8,8),0)","((8,9),0)"
